,Student_ID,First_Name,Last_Name,Email,Gender,Age,Department,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade,Study_Hours_per_Week,Extracurricular_Activities,Internet_Access_at_Home,Parent_Education_Level,Family_Income_Level,Stress_Level (1-10),Sleep_Hours_per_Night
2570,S3570,Sara,Davis,student2570@university.com,Male,19,Business,62.93,88.41,73.75,50.28,73.89,8.85,80.31,75.148,D,9.7,No,Yes,Master's,Low,3,7.4
2571,S3571,Ali,Jones,student2571@university.com,Female,21,Engineering,66.28,56.54,76.04,56.74,97.26,7.86,79.19,73.41499999999999,F,11.5,No,No,Bachelor's,High,10,6.8
2572,S3572,Ali,Smith,student2572@university.com,Male,18,Mathematics,61.81,59.82,74.47,53.81,66.48,6.84,74.76,68.158,D,17.4,Yes,No,PhD,High,8,5.8
2573,S3573,Ali,Jones,student2573@university.com,Female,18,Business,95.42,64.86,44.91,55.06,82.91,0.65,90.1,64.8615,C,14.6,Yes,No,Master's,Medium,1,5.4
2574,S3574,Ahmed,Smith,student2574@university.com,Female,19,Engineering,75.13,66.02,80.22,69.15,79.43,0.4,96.69,77.4805,B,25.5,Yes,No,Master's,High,9,4.9
2575,S3575,Emma,Jones,student2575@university.com,Female,24,CS,82.81,64.68,68.19,66.92,57.48,1.3,63.49,62.23249999999999,D,25.5,No,No,Unknown,Medium,7,5.8
2576,S3576,Ali,Davis,student2576@university.com,Female,24,CS,70.77,70.22,66.31,55.68,62.41,5.81,56.51,61.56150000000001,C,13.4,No,No,High School,High,10,6.9
2577,S3577,Ahmed,Davis,student2577@university.com,Female,21,Business,81.55,88.87,91.6,94.11,96.51,5.36,71.25,84.053,D,16.3,No,No,High School,High,2,6.9
2578,S3578,Maria,Smith,student2578@university.com,Male,18,CS,69.29,89.16,41.39,80.77,59.24,9.43,51.32,61.872,A,29.4,No,No,Unknown,Low,8,7.4
2579,S3579,Sara,Brown,student2579@university.com,Male,22,Business,66.98,87.9,55.08,89.82,84.75,6.95,94.17,80.629,B,25.7,No,No,PhD,High,6,8.4
2580,S3580,Emma,Davis,student2580@university.com,Female,19,Business,81.72,46.07,47.28,68.58,98.23,2.94,61.99,58.9075,B,10.4,No,No,PhD,Low,6,7.3
2581,S3581,Omar,Brown,student2581@university.com,Female,23,Business,79.55,87.98,42.12,70.51,55.98,1.61,77.46,63.94449999999999,C,12.0,No,Yes,High School,Low,4,4.9
2582,S3582,Sara,Williams,student2582@university.com,Female,22,Engineering,64.68,47.22,56.54,65.88,69.96,8.5,55.75,59.071,D,7.1,Yes,No,Bachelor's,High,5,4.1
2583,S3583,Emma,Smith,student2583@university.com,Male,21,Business,57.47,47.48,99.31,71.92,61.2,4.6,77.66,74.4555,D,21.9,Yes,No,Unknown,Low,9,5.0
2584,S3584,Omar,Davis,student2584@university.com,Male,23,CS,68.43,96.87,56.21,80.52,61.08,6.53,51.95,65.619,D,12.9,No,Yes,Bachelor's,Medium,7,8.5
2585,S3585,Sara,Johnson,student2585@university.com,Male,22,Mathematics,70.76,89.16,79.82,74.65,55.95,5.65,88.44,79.4785,C,18.4,Yes,Yes,Unknown,Low,1,6.8
2586,S3586,Emma,Williams,student2586@university.com,Male,18,Engineering,81.43,73.14,47.1,91.9,82.48,1.07,97.77,74.64500000000001,D,24.2,Yes,Yes,Unknown,Medium,2,8.2
2587,S3587,Sara,Brown,student2587@university.com,Male,24,CS,95.73,92.5,76.11,95.01,87.32,0.57,65.35,75.776,B,25.9,No,Yes,High School,Low,1,5.2
2588,S3588,Sara,Davis,student2588@university.com,Male,18,Business,51.81,99.36,99.07,73.48,83.84,3.77,62.91,79.8355,B,13.1,No,Yes,High School,Low,9,7.5
2589,S3589,Omar,Smith,student2589@university.com,Male,23,Business,62.18,76.64,57.51,61.99,96.23,3.62,72.4,68.325,F,10.9,Yes,Yes,Bachelor's,Low,10,7.7
2590,S3590,Sara,Jones,student2590@university.com,Male,20,Mathematics,59.69,76.77,90.88,97.26,57.28,6.74,81.0,82.2225,D,26.2,No,No,PhD,High,1,8.0
2591,S3591,Sara,Johnson,student2591@university.com,Female,24,CS,75.11,85.27,99.85,86.75,65.99,6.32,59.45,78.35950000000001,D,14.5,No,No,Master's,High,3,6.7
2592,S3592,Omar,Brown,student2592@university.com,Male,19,Engineering,71.49,53.93,75.31,82.01,67.23,9.69,90.17,77.8375,B,25.5,No,Yes,Bachelor's,High,6,8.0
2593,S3593,Maria,Williams,student2593@university.com,Male,23,CS,86.45,50.03,58.56,87.27,61.6,8.58,59.93,63.663999999999994,B,8.7,Yes,Yes,Unknown,High,6,8.7
2594,S3594,Ali,Smith,student2594@university.com,Male,21,Business,62.12,85.57,80.41,53.8,57.11,4.97,50.27,64.285,A,27.8,Yes,Yes,Master's,Medium,9,8.8
2595,S3595,Liam,Johnson,student2595@university.com,Male,19,Engineering,79.72,60.69,90.69,53.38,74.34,5.0,76.21,72.58,A,17.1,No,Yes,Master's,Low,9,4.6
2596,S3596,John,Smith,student2596@university.com,Female,22,Business,94.19,48.1,50.28,57.66,91.72,6.74,55.76,57.70399999999999,F,9.3,Yes,Yes,Master's,High,4,7.1
2597,S3597,Ahmed,Davis,student2597@university.com,Male,24,Business,95.53,58.89,67.15,57.37,97.73,1.14,84.91,70.0425,B,18.4,Yes,No,Master's,Low,1,4.6
2598,S3598,John,Jones,student2598@university.com,Female,21,CS,97.94,61.52,59.15,71.03,56.47,10.0,58.37,62.828,F,26.8,Yes,No,Master's,High,10,8.6
2599,S3599,John,Williams,student2599@university.com,Female,21,Mathematics,88.66,97.91,57.0,57.87,91.16,5.19,90.87,76.589,D,14.7,No,Yes,Bachelor's,Medium,9,8.8
2600,S3600,Emma,Smith,student2600@university.com,Female,18,Business,95.3,81.88,91.65,92.73,91.23,9.1,73.52,84.833,D,9.5,No,Yes,High School,Low,2,6.5
2601,S3601,Ali,Brown,student2601@university.com,Male,22,CS,61.73,71.85,65.3,78.9,69.45,9.67,78.31,74.2105,B,19.4,No,Yes,High School,Medium,10,8.8
2602,S3602,Emma,Davis,student2602@university.com,Male,18,Engineering,59.88,98.13,60.34,68.41,55.5,5.82,59.33,66.32499999999999,C,25.9,No,Yes,Unknown,High,10,7.8
2603,S3603,Ali,Davis,student2603@university.com,Male,18,Mathematics,50.32,94.19,76.21,53.48,99.5,1.03,57.33,68.86699999999999,F,8.0,No,No,PhD,Low,4,7.5
2604,S3604,Omar,Williams,student2604@university.com,Female,24,Business,85.34,70.72,53.16,79.55,82.78,5.73,81.56,71.44149999999999,C,6.0,No,Yes,Bachelor's,High,7,6.9
2605,S3605,Omar,Davis,student2605@university.com,Female,20,Business,96.87,94.34,53.79,55.83,99.11,5.98,62.77,67.705,D,6.4,No,No,Master's,High,2,6.0
2606,S3606,Liam,Brown,student2606@university.com,Female,18,Engineering,59.35,64.26,71.22,87.16,74.18,7.89,69.3,72.67099999999999,F,10.8,No,No,High School,Medium,9,8.8
2607,S3607,Ali,Smith,student2607@university.com,Female,19,CS,81.85,53.83,64.56,90.14,69.76,0.48,73.97,67.1425,D,5.2,Yes,No,Unknown,Medium,5,5.0
2608,S3608,Sara,Williams,student2608@university.com,Male,21,Business,87.32,53.96,57.7,77.2,62.36,4.66,61.48,61.108999999999995,A,15.7,No,No,Master's,Low,10,8.0
2609,S3609,Maria,Davis,student2609@university.com,Male,24,Engineering,96.38,79.74,43.24,57.48,99.18,9.23,89.77,72.857,B,22.4,Yes,No,Unknown,High,9,5.8
2610,S3610,Liam,Davis,student2610@university.com,Male,18,Business,82.34,70.06,71.25,89.34,62.66,9.91,96.97,82.0345,A,22.8,Yes,No,Master's,Low,9,7.8
2611,S3611,Liam,Brown,student2611@university.com,Female,23,CS,98.51,79.54,89.0,65.39,51.19,1.91,71.59,71.5405,F,20.9,No,No,Master's,Low,8,4.8
2612,S3612,Sara,Jones,student2612@university.com,Female,19,Mathematics,67.23,81.16,91.08,61.13,75.62,8.71,95.88,84.7945,A,12.4,Yes,No,High School,High,3,5.9
2613,S3613,Maria,Jones,student2613@university.com,Male,22,CS,67.5,41.34,54.13,73.53,68.85,1.46,94.13,66.61699999999999,F,23.4,No,No,High School,Medium,9,8.7
2614,S3614,Emma,Davis,student2614@university.com,Male,21,CS,77.15,43.24,75.98,96.13,63.07,8.41,58.3,67.9025,C,19.4,No,No,Master's,Low,3,6.8
2615,S3615,Maria,Smith,student2615@university.com,Female,24,CS,69.18,71.96,91.35,64.87,81.73,2.77,58.67,70.52099999999999,B,26.5,Yes,Yes,High School,Low,9,6.5
2616,S3616,Emma,Williams,student2616@university.com,Male,23,Engineering,50.07,51.46,64.52,95.28,68.21,9.6,73.87,71.923,C,17.0,No,Yes,Bachelor's,Low,2,7.8
2617,S3617,Omar,Davis,student2617@university.com,Male,24,Business,86.59,77.95,95.93,52.68,70.11,6.95,76.29,76.95000000000002,D,9.5,Yes,No,Master's,High,7,6.1
2618,S3618,John,Johnson,student2618@university.com,Female,24,Mathematics,87.59,73.13,94.18,54.18,51.15,3.99,67.06,69.86949999999999,B,20.9,Yes,Yes,High School,Low,2,6.5
2619,S3619,Omar,Williams,student2619@university.com,Female,23,Engineering,87.35,75.15,52.49,84.93,79.45,2.81,65.65,66.1795,A,8.8,Yes,Yes,Unknown,Medium,5,6.8
2620,S3620,Omar,Jones,student2620@university.com,Female,22,CS,67.25,58.15,55.54,59.53,56.1,2.35,71.57,59.79299999999999,F,29.1,Yes,Yes,Unknown,Medium,2,8.9
2621,S3621,John,Davis,student2621@university.com,Male,23,Mathematics,76.11,78.39,50.83,65.83,60.69,6.81,84.52,69.1705,B,22.6,No,Yes,Unknown,High,8,8.0
2622,S3622,Maria,Brown,student2622@university.com,Female,19,CS,68.0,89.77,51.76,56.82,85.86,8.96,54.22,64.26050000000001,D,23.9,No,No,PhD,High,2,4.2
2623,S3623,Liam,Johnson,student2623@university.com,Male,24,CS,50.8,99.88,94.47,66.61,65.66,7.55,85.53,84.59100000000001,C,22.0,No,No,Unknown,High,9,7.9
2624,S3624,Maria,Davis,student2624@university.com,Male,22,CS,78.12,90.31,95.87,64.02,58.16,8.35,96.31,86.001,D,7.4,No,No,Unknown,High,2,6.5
2625,S3625,Emma,Smith,student2625@university.com,Female,24,Mathematics,56.19,73.45,43.11,86.82,78.87,7.81,88.18,73.064,A,16.6,Yes,Yes,Bachelor's,Medium,4,5.2
2626,S3626,Sara,Johnson,student2626@university.com,Male,23,Business,54.0,51.61,75.62,85.1,60.75,9.79,59.58,68.2555,F,21.3,Yes,Yes,Bachelor's,High,7,8.3
2627,S3627,Emma,Davis,student2627@university.com,Female,22,CS,87.77,80.89,73.85,97.75,63.55,7.58,54.37,71.7145,F,10.7,Yes,Yes,PhD,Low,9,5.4
2628,S3628,Sara,Smith,student2628@university.com,Female,22,Business,50.48,96.26,63.43,86.22,81.07,2.1,74.52,74.74249999999999,A,22.0,No,No,Bachelor's,Medium,3,5.6
2629,S3629,Omar,Johnson,student2629@university.com,Male,18,Mathematics,97.95,52.71,77.9,84.74,86.99,7.92,97.82,82.0975,F,25.5,No,No,High School,High,2,4.3
2630,S3630,John,Smith,student2630@university.com,Male,18,Mathematics,75.76,55.36,96.84,84.71,86.98,3.22,90.95,82.8135,B,11.9,Yes,Yes,Unknown,High,6,8.9
2631,S3631,Omar,Smith,student2631@university.com,Female,18,CS,99.15,48.94,50.22,94.15,74.11,9.96,78.14,69.85150000000002,B,10.0,No,No,High School,Low,1,8.0
2632,S3632,Ali,Johnson,student2632@university.com,Female,23,Business,52.9,84.2,47.22,64.81,72.71,3.77,57.15,60.457499999999996,A,27.1,No,No,PhD,Medium,5,4.7
2633,S3633,Maria,Johnson,student2633@university.com,Female,21,Business,79.18,64.39,42.0,65.0,89.38,2.93,85.69,66.0185,A,5.1,Yes,Yes,High School,Medium,8,6.4
2634,S3634,Sara,Smith,student2634@university.com,Female,19,CS,67.47,43.76,61.83,87.06,59.65,2.39,90.65,69.4355,D,11.4,No,Yes,High School,Low,3,5.7
2635,S3635,Emma,Jones,student2635@university.com,Female,23,Engineering,92.17,92.5,60.26,61.44,57.61,6.59,96.75,76.237,F,15.2,Yes,No,High School,Low,5,4.2
2636,S3636,John,Johnson,student2636@university.com,Female,24,Engineering,68.06,73.46,65.85,95.6,83.23,1.09,80.61,74.8725,C,21.8,No,Yes,Bachelor's,High,9,8.6
2637,S3637,Sara,Davis,student2637@university.com,Male,18,Mathematics,63.02,59.87,70.2,76.74,70.48,9.54,75.72,72.57549999999999,A,29.9,Yes,No,Unknown,Low,1,8.2
2638,S3638,Emma,Williams,student2638@university.com,Male,22,Mathematics,92.88,60.64,85.47,65.01,85.5,2.94,80.96,74.523,D,14.3,No,No,High School,Low,9,8.9
2639,S3639,Maria,Brown,student2639@university.com,Male,23,Engineering,68.73,57.42,63.53,88.8,62.83,2.95,97.16,74.72149999999999,A,28.7,No,No,Master's,Low,1,5.2
2640,S3640,Omar,Smith,student2640@university.com,Male,22,Engineering,50.84,67.33,59.84,65.62,66.24,0.46,81.41,66.1795,A,14.2,Yes,Yes,Unknown,Medium,4,7.5
2641,S3641,Maria,Smith,student2641@university.com,Female,24,Engineering,69.51,60.22,89.61,98.16,94.83,2.46,62.88,75.73649999999999,B,22.4,Yes,Yes,Unknown,Medium,1,4.6
2642,S3642,Ahmed,Brown,student2642@university.com,Male,22,CS,82.73,72.88,90.99,99.15,71.08,4.19,81.81,82.298,F,9.1,No,Yes,Master's,Low,8,6.2
2643,S3643,Ali,Jones,student2643@university.com,Male,22,CS,62.72,86.41,53.97,83.34,79.55,3.7,93.99,76.957,A,16.5,No,No,PhD,Low,7,8.2
2644,S3644,Ahmed,Brown,student2644@university.com,Female,20,CS,71.6,80.47,58.88,55.68,55.33,2.73,78.35,65.5455,F,26.8,Yes,Yes,PhD,Medium,3,4.0
2645,S3645,John,Johnson,student2645@university.com,Male,21,CS,52.84,57.67,89.51,63.16,58.94,0.41,75.13,69.13999999999999,D,13.0,No,Yes,Unknown,Low,5,6.4
2646,S3646,Sara,Brown,student2646@university.com,Female,19,CS,79.4,71.72,44.76,75.77,51.79,3.01,86.67,65.9985,A,7.6,No,Yes,Bachelor's,Low,2,6.2
2647,S3647,John,Smith,student2647@university.com,Female,19,CS,87.81,90.41,59.55,92.57,71.22,7.78,83.05,78.2615,C,18.1,Yes,No,PhD,Medium,10,7.5
2648,S3648,Omar,Brown,student2648@university.com,Female,18,Mathematics,70.67,44.09,66.9,59.24,99.45,4.39,52.83,60.2135,B,16.0,Yes,No,PhD,Low,5,5.2
2649,S3649,Emma,Williams,student2649@university.com,Female,20,Business,71.01,44.7,51.22,55.22,93.69,2.91,86.27,64.49799999999999,C,10.7,No,Yes,High School,Low,5,4.9
2650,S3650,Maria,Davis,student2650@university.com,Female,23,Mathematics,54.41,73.37,50.79,53.72,81.65,3.05,70.38,62.565,B,27.6,Yes,Yes,High School,Medium,9,7.3
2651,S3651,Ahmed,Johnson,student2651@university.com,Male,23,Business,60.1,78.35,65.49,75.35,93.05,5.54,97.04,80.61449999999999,A,20.0,Yes,No,PhD,High,5,7.2
2652,S3652,Liam,Brown,student2652@university.com,Male,19,Mathematics,57.73,52.68,85.27,94.24,79.71,3.02,98.54,82.3985,A,13.7,Yes,Yes,Bachelor's,Low,2,7.8
2653,S3653,Ahmed,Smith,student2653@university.com,Male,21,Mathematics,74.08,84.71,90.41,52.12,68.44,6.31,72.44,74.858,F,29.9,No,No,High School,Low,3,5.2
2654,S3654,Omar,Davis,student2654@university.com,Female,22,CS,76.46,78.78,98.75,60.62,58.68,9.89,98.44,85.9425,B,8.4,No,No,Bachelor's,Low,6,4.1
2655,S3655,Ahmed,Johnson,student2655@university.com,Male,24,CS,97.45,95.4,44.44,84.66,82.65,0.41,65.54,66.251,D,26.2,No,Yes,Unknown,High,1,8.4
2656,S3656,Omar,Smith,student2656@university.com,Male,18,Business,53.66,50.14,53.0,91.29,59.65,1.69,84.13,66.5135,C,10.8,Yes,Yes,Bachelor's,Medium,6,5.0
2657,S3657,Liam,Jones,student2657@university.com,Male,21,Business,79.99,85.08,85.4,90.37,70.87,1.79,53.75,71.77450000000002,D,11.0,Yes,Yes,High School,Medium,5,6.1
2658,S3658,John,Williams,student2658@university.com,Male,19,CS,76.32,45.02,72.44,89.25,91.29,4.47,57.25,66.7895,B,17.5,Yes,No,Master's,Medium,2,6.3
2659,S3659,Maria,Jones,student2659@university.com,Female,20,Mathematics,75.81,73.92,59.66,56.49,56.46,0.41,93.23,68.29650000000001,D,21.5,No,No,Bachelor's,Medium,2,4.9
2660,S3660,Sara,Williams,student2660@university.com,Male,18,Business,93.66,73.11,52.34,69.86,56.45,4.78,94.69,70.97250000000001,B,22.3,Yes,Yes,PhD,Low,2,6.6
2661,S3661,Emma,Brown,student2661@university.com,Female,19,Engineering,60.28,63.3,56.83,99.24,61.22,9.29,76.63,72.34449999999998,F,5.6,Yes,No,Bachelor's,High,3,8.6
2662,S3662,Sara,Johnson,student2662@university.com,Female,23,Engineering,52.04,90.67,65.76,99.44,77.6,0.12,66.99,72.87349999999999,F,12.2,Yes,Yes,Bachelor's,High,10,5.4
2663,S3663,John,Brown,student2663@university.com,Male,18,Engineering,83.61,40.26,50.63,80.12,62.59,3.65,72.55,60.563500000000005,D,21.5,No,No,Bachelor's,Medium,2,6.6
2664,S3664,Emma,Williams,student2664@university.com,Female,19,Business,67.26,71.21,97.85,85.46,75.16,7.61,93.48,87.32799999999999,D,27.2,Yes,Yes,PhD,Medium,3,5.5
2665,S3665,Ahmed,Williams,student2665@university.com,Female,23,CS,50.88,53.03,46.46,97.56,65.1,1.54,60.55,59.6485,B,21.7,No,Yes,Bachelor's,Low,9,8.9
2666,S3666,Liam,Williams,student2666@university.com,Female,24,CS,62.57,84.61,99.13,72.5,75.31,0.78,64.74,75.692,F,11.6,No,No,Master's,Medium,3,5.1
2667,S3667,Liam,Davis,student2667@university.com,Female,23,CS,65.47,42.58,90.51,56.84,63.88,6.31,89.27,73.86449999999999,D,17.7,Yes,Yes,PhD,Medium,7,4.5
2668,S3668,Ali,Smith,student2668@university.com,Female,22,Business,80.84,89.89,65.39,83.45,99.0,0.1,96.76,81.3265,B,21.2,No,Yes,Master's,Medium,3,4.7
2669,S3669,John,Johnson,student2669@university.com,Female,20,Business,58.63,90.29,84.39,98.01,74.64,8.02,54.65,77.2115,B,8.4,No,Yes,Master's,Medium,6,5.8
2670,S3670,John,Brown,student2670@university.com,Female,22,Engineering,70.65,89.97,80.29,84.86,87.18,0.67,90.19,82.407,D,18.6,No,Yes,Master's,High,9,6.8
2671,S3671,Maria,Brown,student2671@university.com,Male,19,Business,74.12,49.15,52.8,90.17,85.03,5.24,82.25,69.896,C,16.8,No,No,PhD,Medium,6,7.3
2672,S3672,Sara,Jones,student2672@university.com,Male,24,Engineering,72.96,77.82,60.34,71.14,74.53,7.4,61.54,67.04400000000001,A,13.4,No,Yes,High School,Medium,4,6.8
2673,S3673,John,Williams,student2673@university.com,Female,21,Engineering,98.7,40.86,70.79,54.82,61.94,2.42,87.79,65.79050000000001,B,20.6,No,No,PhD,Low,5,8.5
2674,S3674,John,Williams,student2674@university.com,Female,24,CS,52.28,90.88,78.27,58.44,75.54,1.04,86.4,75.9595,F,20.9,No,Yes,Bachelor's,Medium,8,5.8
2675,S3675,Ahmed,Williams,student2675@university.com,Male,24,Business,97.55,83.38,72.57,99.13,84.05,1.76,57.1,71.934,A,29.3,Yes,Yes,Master's,Medium,8,7.6
2676,S3676,Ahmed,Brown,student2676@university.com,Male,24,CS,79.1,71.87,68.38,74.66,73.0,8.55,75.11,73.18249999999999,B,15.7,No,Yes,Bachelor's,Low,7,5.3
2677,S3677,Emma,Jones,student2677@university.com,Male,22,CS,89.79,83.84,66.59,50.6,54.1,7.06,87.91,72.1265,C,18.3,Yes,Yes,Master's,Low,5,7.4
2678,S3678,Omar,Smith,student2678@university.com,Male,21,Business,71.52,45.66,69.9,97.77,50.9,1.98,59.58,62.9435,A,8.9,No,Yes,Master's,Medium,9,8.6
2679,S3679,Omar,Davis,student2679@university.com,Female,23,Business,72.69,71.72,66.06,74.89,66.39,7.16,73.14,70.6675,F,18.7,No,No,Bachelor's,Low,1,8.9
2680,S3680,Ali,Johnson,student2680@university.com,Female,19,Mathematics,93.97,57.48,72.48,91.81,57.51,7.09,56.04,66.6215,A,5.9,Yes,Yes,Unknown,Low,4,7.6
2681,S3681,Omar,Smith,student2681@university.com,Male,20,Engineering,94.8,98.36,93.28,77.42,95.31,9.98,65.34,83.81,D,8.7,Yes,No,Master's,Medium,10,8.7
2682,S3682,Maria,Brown,student2682@university.com,Male,21,Mathematics,61.93,91.43,77.97,55.09,58.79,3.92,60.9,67.5795,B,9.3,No,Yes,Unknown,High,7,7.4
2683,S3683,Ali,Davis,student2683@university.com,Male,19,Engineering,59.96,84.0,83.36,80.78,69.71,8.65,75.25,79.428,D,20.8,Yes,No,PhD,Low,5,8.8
2684,S3684,Emma,Davis,student2684@university.com,Male,21,Engineering,74.81,96.02,75.85,99.87,85.6,4.46,57.06,76.25399999999999,C,19.2,No,No,Master's,Medium,4,8.5
2685,S3685,Ahmed,Davis,student2685@university.com,Female,22,Engineering,95.01,60.81,78.58,51.74,90.77,8.98,69.16,70.8425,A,25.0,No,Yes,Master's,Low,5,4.5
2686,S3686,Omar,Williams,student2686@university.com,Male,19,CS,66.12,94.05,74.7,92.09,73.89,0.92,63.76,73.57300000000001,D,16.6,No,Yes,PhD,High,1,6.4
2687,S3687,Sara,Johnson,student2687@university.com,Male,22,CS,82.6,59.51,41.61,61.77,59.06,1.75,87.3,61.5655,C,16.9,Yes,Yes,Bachelor's,High,4,5.7
2688,S3688,Ahmed,Brown,student2688@university.com,Male,18,Business,85.41,83.97,99.98,69.69,63.54,8.5,84.98,84.142,D,9.0,No,Yes,Bachelor's,Medium,1,4.1
2689,S3689,Liam,Brown,student2689@university.com,Female,19,Engineering,88.93,84.19,42.02,68.64,70.95,8.19,54.75,61.0445,F,23.6,No,No,Unknown,High,2,6.3
2690,S3690,Maria,Davis,student2690@university.com,Female,21,Engineering,78.2,41.1,63.71,94.94,68.23,3.05,97.67,73.9825,D,5.1,Yes,Yes,PhD,Medium,9,4.7
2691,S3691,Ahmed,Brown,student2691@university.com,Female,18,Engineering,70.12,61.66,46.31,75.22,67.43,5.97,87.23,68.0065,B,15.6,No,Yes,Master's,Medium,5,4.2
2692,S3692,Maria,Johnson,student2692@university.com,Male,22,CS,98.35,41.17,45.82,72.36,56.59,3.83,80.8,60.298500000000004,D,9.7,No,No,Unknown,Low,9,6.2
2693,S3693,Maria,Johnson,student2693@university.com,Male,22,Business,80.57,99.83,87.61,90.9,95.67,0.1,73.89,82.29599999999999,D,24.3,Yes,No,Bachelor's,Medium,9,5.2
2694,S3694,Maria,Jones,student2694@university.com,Male,21,CS,86.43,47.33,65.56,52.45,51.49,0.26,58.9,54.306,D,21.8,Yes,No,Master's,Low,10,8.7
2695,S3695,Emma,Jones,student2695@university.com,Female,18,Mathematics,67.25,72.57,88.07,54.32,72.0,0.54,98.1,77.95100000000001,D,22.7,No,No,Bachelor's,Low,5,8.1
2696,S3696,Maria,Smith,student2696@university.com,Female,24,Mathematics,83.5,87.43,56.37,51.08,99.02,5.94,50.39,62.858,D,8.7,Yes,Yes,Unknown,Low,3,8.8
2697,S3697,Maria,Johnson,student2697@university.com,Male,23,Mathematics,62.89,52.08,55.39,84.4,82.99,2.79,84.62,69.3995,A,21.7,No,No,Bachelor's,Low,4,8.4
2698,S3698,Liam,Johnson,student2698@university.com,Male,20,Business,62.25,69.1,55.07,76.28,67.77,1.44,75.37,65.6825,A,22.3,Yes,No,Bachelor's,Medium,5,7.6
2699,S3699,Sara,Johnson,student2699@university.com,Female,21,Mathematics,85.74,76.45,76.97,93.8,57.3,9.41,95.13,83.754,F,5.1,Yes,No,PhD,High,6,7.0
2700,S3700,Ali,Jones,student2700@university.com,Male,22,Business,76.07,49.61,88.9,74.93,98.19,1.21,69.03,72.039,A,12.9,No,No,Unknown,Medium,6,4.3
2701,S3701,John,Davis,student2701@university.com,Male,19,CS,84.16,86.71,67.14,61.09,50.7,6.74,75.93,70.17399999999999,C,7.2,No,No,Master's,High,8,5.3
2702,S3702,Liam,Davis,student2702@university.com,Male,18,CS,63.47,57.96,62.75,90.26,84.07,8.94,87.12,76.9335,B,22.0,Yes,No,Bachelor's,Medium,8,7.6
2703,S3703,Ali,Brown,student2703@university.com,Female,23,Business,79.94,52.66,98.41,64.72,94.01,1.64,52.38,68.14450000000001,D,10.3,No,Yes,Bachelor's,Low,8,6.0
2704,S3704,Maria,Davis,student2704@university.com,Male,20,CS,72.2,73.5,47.01,96.78,51.26,2.15,52.72,59.311499999999995,D,11.6,No,No,High School,Low,3,5.6
2705,S3705,Sara,Williams,student2705@university.com,Male,19,CS,79.85,64.62,69.2,62.52,86.26,5.74,60.58,66.041,D,7.0,Yes,Yes,Unknown,Medium,4,4.5
2706,S3706,Ahmed,Jones,student2706@university.com,Male,18,Business,64.54,95.22,64.51,58.39,99.94,5.08,57.32,68.899,F,17.1,Yes,Yes,Unknown,High,4,4.4
2707,S3707,Sara,Johnson,student2707@university.com,Male,23,Mathematics,85.77,92.8,45.89,74.67,81.98,5.21,50.32,62.49199999999999,F,5.8,No,No,Master's,Medium,7,5.0
2708,S3708,Liam,Davis,student2708@university.com,Female,21,Business,90.3,69.0,56.09,52.53,70.73,5.55,81.15,66.44500000000001,C,26.1,Yes,No,PhD,Medium,5,8.2
2709,S3709,Maria,Jones,student2709@university.com,Female,23,Engineering,63.0,61.56,41.71,51.82,93.72,9.5,89.8,68.4965,D,5.7,Yes,Yes,Master's,High,4,7.3
2710,S3710,Sara,Davis,student2710@university.com,Female,21,CS,65.03,59.53,92.62,74.8,77.71,0.54,97.86,80.70349999999999,F,6.5,No,No,Unknown,Low,10,5.7
2711,S3711,Omar,Smith,student2711@university.com,Male,24,Business,83.06,56.05,76.47,60.76,87.47,7.6,72.05,70.80099999999999,D,21.0,No,Yes,Bachelor's,Low,5,4.3
2712,S3712,Sara,Johnson,student2712@university.com,Female,18,CS,84.78,72.67,88.9,50.47,79.39,2.33,63.99,68.997,A,27.9,No,Yes,PhD,Low,1,4.9
2713,S3713,Maria,Smith,student2713@university.com,Male,23,Mathematics,85.2,88.3,71.29,64.8,51.91,3.74,93.2,75.80850000000001,D,27.3,No,No,PhD,High,4,6.2
2714,S3714,Emma,Johnson,student2714@university.com,Female,20,CS,84.13,58.65,75.97,73.87,60.66,0.89,92.22,73.0475,C,7.1,Yes,Yes,Unknown,Low,7,4.8
2715,S3715,Omar,Jones,student2715@university.com,Male,23,Business,69.64,51.41,82.05,69.71,53.94,4.46,81.24,70.67649999999999,C,12.2,No,Yes,Unknown,Low,3,7.8
2716,S3716,Sara,Brown,student2716@university.com,Female,18,Mathematics,69.74,68.53,94.48,56.77,55.33,8.04,63.66,71.066,F,18.0,Yes,No,Master's,Low,7,7.9
2717,S3717,John,Davis,student2717@university.com,Female,19,Mathematics,62.74,44.14,45.51,78.98,50.77,0.99,95.43,64.0465,D,5.7,No,No,High School,High,5,4.7
2718,S3718,John,Davis,student2718@university.com,Female,19,Mathematics,57.84,82.08,59.86,85.52,71.06,2.76,58.92,66.26700000000001,C,18.2,Yes,No,Unknown,High,1,7.6
2719,S3719,Sara,Williams,student2719@university.com,Male,23,Engineering,84.63,71.1,82.54,83.78,58.93,3.73,52.18,67.27900000000001,A,16.2,Yes,No,Unknown,Low,4,6.6
